Village_Name,Latitude,Longitude,Elevation_m,Slope_deg,Aspect_deg,Roughness,Curvature,Rainfall_mm,Distance_to_River_km,Label,Point_Type,Rainfall_CHIRPS_mm,Distance_to_Road_km_REAL,Rainfall_3Day_Cumulative_mm,Rainfall_7Day_Cumulative_mm,NDVI_Vegetation
Kavadi,17.860107583088304,73.80932782089901,850,8.53,13.22,7.95,-3.0,739.7444444444445,2.272,1,manually_verified_positive_batch2,1259.3585104525089,2.757,17.392455673217775,26.34929313659668,0.453195184469223
Rasati,17.378170112071555,73.75310843309111,737,23.01,313.41,19.1,8.0,739.7444444444445,2.408,1,manually_verified_positive_batch2,1840.1206717014315,3.457,19.57615966796875,82.56466159820556,0.7847102880477905
Agudewadi,17.72496622134341,73.88110080045875,744,6.79,35.17,3.94,-4.0,739.7444444444445,2.642,1,manually_verified_positive_batch2,1145.593996846676,3.109,12.070780944824218,27.79526138305664,0.413435161113739
Ghavari,17.862127960255638,73.68722200555581,964,11.01,180.0,10.74,4.0,739.7444444444445,1.608,1,manually_verified_positive_batch2,1547.279446977377,0.905,11.289694213867188,23.837752723693846,0.4186867475509643
Danvali_2,17.90001459679568,73.75316304098288,1253,5.39,226.59,3.48,-2.0,739.7444444444445,1.924,1,manually_verified_positive_batch2,1445.4214788675308,2.933,15.218840026855467,22.539984893798827,0.2994641065597534
Honad,18.77327132299508,73.31043127921072,65,2.94,270.0,3.25,1.0,2804.186324786325,0.371,1,manually_verified_positive_batch2,2397.408410906792,1.581,2.857987880706787,95.83442296981812,0.314151793718338
KasbePali,18.65819248772942,73.05731111435567,2,0.98,270.0,0.73,-1.0,2804.186324786325,1.47,1,manually_verified_positive_batch2,2568.2681933879853,3.707,22.571312713623048,132.45065040588378,0.1990955770015716
Taldev,17.825664492230036,73.69209505467968,1079,6.76,196.81,5.06,3.0,739.7444444444445,3.003,1,manually_verified_positive_batch2,1654.9051717042923,1.911,13.236349487304688,46.86695232391357,0.3364691436290741
KapadeBk,17.966582541097257,73.49058806171266,151,29.2,324.35,17.99,21.0,2804.186324786325,1.297,1,manually_verified_positive_batch2,2067.8124001979827,0.849,30.38705348968506,90.3702299118042,0.5757335424423218
LowerTudil,18.07024696013737,73.36184850006124,8,0.93,0.0,1.69,-1.0,2804.186324786325,1.197,1,manually_verified_positive_batch2,2077.618804347515,1.947,18.935853004455566,109.86910343170166,0.5512337684631348
Vaijali,18.767229779184003,72.9432957281361,22,3.48,122.24,2.23,-3.0,2804.186324786325,3.973,1,manually_verified_positive_batch2,2852.1364342451097,1.642,25.98303508758545,142.85780963897705,0.403752326965332
Ranjni_2,17.886714896709634,73.79520178968758,893,11.66,160.59,9.8,8.0,739.7444444444445,2.003,1,manually_verified_positive_batch2,1445.4214788675308,2.093,15.218840026855467,22.539984893798827,0.3390136361122131
Parut,17.88397306969547,73.65670979211761,1133,22.72,201.62,18.06,-3.0,739.7444444444445,2.036,1,manually_verified_positive_batch2,1547.279446977377,2.629,11.289694213867188,23.837752723693846,0.3631941080093384
Devasare,17.85353411507346,73.71605562669389,982,34.45,271.35,25.65,9.0,739.7444444444445,2.719,1,manually_verified_positive_batch2,1343.445788139105,1.298,10.09298858642578,17.578070068359374,0.6530029773712158
Padum,18.45027389785792,73.1069997309047,5,4.03,103.31,1.85,1.0,2804.186324786325,1.984,1,manually_verified_positive_batch2,2324.04479701519,1.567,20.27762641906738,114.58224067687988,0.3498445451259613
Ruighar,17.911992030785242,73.78148932564571,1014,35.84,15.13,27.62,-24.0,739.7444444444445,0.378,1,manually_verified_positive_batch2,1421.529329007864,0.94,11.93136520385742,21.798180961608885,0.4278892874717712
Kalamgaon,17.832747883515836,73.66708413701618,746,16.53,247.52,12.39,3.0,739.7444444444445,2.89,1,manually_verified_positive_batch2,1654.9051717042923,0.873,13.236349487304688,46.86695232391357,0.6753746271133423
Ghot,17.487729928984383,73.93662503259819,683,4.03,283.31,2.15,1.0,739.7444444444445,2.992,1,manually_verified_positive_batch2,985.458348029852,1.374,11.04337558746338,31.893389320373537,0.3887717425823211
Asani,17.83945481632095,73.77633582829597,742,7.39,221.38,3.82,-5.0,739.7444444444445,1.18,1,manually_verified_positive_batch2,1525.0235818743706,2.186,13.009757995605469,25.808252334594727,0.4389629960060119
Pale,18.837192344955582,73.003961846401,46,21.93,281.62,16.2,-2.0,2804.186324786325,1.878,1,manually_verified_positive_batch2,2758.710201883316,1.424,18.51318988800049,135.96124057769777,0.4042398929595947
Lohare,18.017172693725414,73.44789604051698,100,5.89,340.59,3.44,-8.0,2804.186324786325,3.669,1,manually_verified_positive_batch2,2089.4694158554075,3.606,21.668652534484863,101.07556629180908,0.4617018699645996
Banpuri,17.27009006075977,73.93339645994453,661,12.5,198.02,9.34,1.0,739.7444444444445,1.666,1,manually_verified_positive_batch2,1161.602925118804,1.773,12.23441390991211,35.87621374130249,0.2255722880363464
Varsoli koli,17.806381057875857,73.75632466637427,1153,26.64,253.09,18.97,-5.0,739.7444444444445,4.042,1,manually_verified_positive_batch2,1525.0235818743706,1.671,13.009757995605469,25.808252334594727,0.6687098145484924
Vadgare,17.810969530401245,73.76464334694195,1005,35.87,67.59,27.19,8.0,739.7444444444445,3.037,1,manually_verified_positive_batch2,1525.0235818743706,1.331,13.009757995605469,25.808252334594727,0.6650354862213135
Killemorgiri,17.334497310566213,73.84699366777589,652,7.94,21.62,7.06,1.0,739.7444444444445,3.347,1,manually_verified_positive_batch2,1563.634058958292,1.945,22.167845153808592,59.13114776611328,0.2356183230876922
Parambe,17.734289925185273,73.84629291933773,1054,2.17,64.69,3.61,-3.0,739.7444444444445,5.577,1,manually_verified_positive_batch2,1395.7913317382336,1.697,17.8939866065979,33.98064546585083,0.4165520370006561
Mhate kh,17.79702617040143,73.7928035756007,1078,1.35,46.59,5.53,0.0,739.7444444444445,2.406,1,manually_verified_positive_batch2,1569.2700253546238,3.857,14.625896644592284,31.311409950256348,0.5518328547477722
Malkampeth,17.962101102304185,73.86310200737212,716,2.17,244.69,1.78,-3.0,739.7444444444445,0.651,1,manually_verified_positive_batch2,1098.1711593687537,3.436,12.0314453125,22.22017059326172,0.5538035035133362
Wahoor,18.09517364719652,73.37547570242326,18,2.1,207.86,1.39,-1.0,2804.186324786325,0.762,1,manually_verified_positive_batch2,2077.618804347515,1.416,18.935853004455566,109.86910343170166,0.3293804824352264
Hatgeghar,17.858351447993343,73.8199154640064,834,5.39,46.59,4.45,-2.0,739.7444444444445,2.402,1,manually_verified_positive_batch2,1259.3585104525089,3.606,17.392455673217775,26.34929313659668,0.4283921718597412
Apti,17.77204107358537,73.76830830971058,710,6.79,324.83,6.7,8.0,739.7444444444445,4.245,1,manually_verified_positive_batch2,1569.2700253546238,1.842,14.625896644592284,31.311409950256348,0.4397061467170715
Mandhardeo,18.04183977818048,73.87720290537447,1299,7.1,155.63,6.49,-2.0,739.7444444444445,4.891,1,manually_verified_positive_batch2,953.7229257047176,0.889,5.613971328735351,11.783715724945068,0.2772803008556366
Vahagaon,17.33280671960414,74.1564732356189,575,1.96,90.0,1.2,4.0,739.7444444444445,1.333,1,manually_verified_positive_batch2,768.6729602903127,1.494,12.954630661010745,28.582328224182127,0.5314561724662781
Dasale,17.45569119896814,73.96641480839587,1009,2.95,19.41,4.08,0.0,739.7444444444445,5.795,1,manually_verified_positive_batch2,798.6558141082526,1.126,10.744993209838867,24.045763778686524,0.1438474655151367
Cholai,17.971993759028464,73.46266217491441,68,8.96,101.87,8.07,-5.0,2804.186324786325,2.286,1,manually_verified_positive_batch2,2067.8124001979827,0.84,30.38705348968506,90.3702299118042,0.6331323981285095
Bahule,17.299886322474315,74.02178120404454,612,0.98,90.0,1.33,-3.0,739.7444444444445,4.416,1,manually_verified_positive_batch2,1193.614957755804,2.695,18.76923370361328,34.11237087249756,0.0860038921236991
Pangare,17.62809000919678,73.8814899673716,1021,8.78,309.04,8.48,11.0,739.7444444444445,5.051,1,manually_verified_positive_batch2,1164.7112977713346,1.995,14.80597219467163,32.76890325546265,0.5990923643112183
Apte,18.855060797330623,73.13105576940016,9,2.17,115.31,1.81,-3.0,2804.186324786325,3.422,1,manually_verified_positive_batch2,2675.323900437355,0.269,16.17408447265625,114.18469696044922,0.5042544007301331
Punavadi,17.867807986333226,73.76657175716764,770,7.81,270.0,4.36,2.0,739.7444444444445,0.834,1,manually_verified_positive_batch2,1445.4214788675308,1.207,15.218840026855467,22.539984893798827,0.5556734800338745
Borne,17.609374032578923,73.8848981821655,1080,6.9,82.3,4.78,-8.0,739.7444444444445,4.544,1,manually_verified_positive_batch2,1164.7112977713346,1.764,14.80597219467163,32.76890325546265,0.1976123750209808
Chawane,18.85573461926509,73.158711993188,21,9.9,280.71,6.85,-4.0,2804.186324786325,3.507,1,manually_verified_positive_batch2,2622.702219200134,0.573,17.12156448364258,133.05667686462402,0.2833601236343384
Pangaloli,17.90744348913889,73.47500890267693,258,18.94,267.29,13.06,-1.0,2804.186324786325,1.398,1,manually_verified_positive_batch2,2153.255233037472,0.351,45.08771648406982,105.96723232269288,0.6777511835098267
Jalu,17.50109998813297,73.89222224725728,1026,9.61,149.57,5.09,4.0,739.7444444444445,4.409,1,manually_verified_positive_batch2,1191.679574888945,1.74,10.376095581054688,43.571628379821775,0.2367467433214187
Kisrule,17.468870759270033,73.77369744051678,735,21.5,253.25,13.11,-5.0,739.7444444444445,6.162,1,manually_verified_positive_batch2,1820.0442342162128,6.162,21.00016384124756,59.62686977386475,0.7128992080688477
KasbeSatara,17.773938099049026,73.83173972526063,684,0.0,270.0,0.0,0.0,739.7444444444445,3.945,1,manually_verified_positive_batch2,1392.889789152145,3.452,15.311346435546875,33.52697143554688,-0.4249598979949951
Bhuteghar,17.905070586073652,73.72913821307787,1006,37.43,192.94,28.52,-18.0,739.7444444444445,1.348,1,manually_verified_positive_batch2,1278.9048665642738,2.227,9.915658569335935,22.42593097686768,0.4818485081195831
Shindola,17.902648361608755,73.68528487328038,1281,2.1,207.86,3.49,1.0,739.7444444444445,3.69,1,manually_verified_positive_batch2,1552.5797899782658,2.719,18.517904472351077,34.88305606842041,0.8652130365371704
Kalamgaon kalamkar,17.82302230202682,73.67349164966882,920,20.73,274.92,11.93,-2.0,739.7444444444445,1.914,1,manually_verified_positive_batch2,1654.9051717042923,0.865,13.236349487304688,46.86695232391357,0.861079752445221
Davari,17.287536927838023,73.95123562883414,952,5.39,46.59,4.28,4.0,739.7444444444445,2.55,1,manually_verified_positive_batch2,972.7049313336612,1.482,8.798731994628906,25.941189670562743,0.4526287019252777
Varoshi,17.86772467105768,73.75089035448806,872,24.86,121.67,15.23,-6.0,739.7444444444445,0.867,1,manually_verified_positive_batch2,1445.4214788675308,0.204,15.218840026855467,22.539984893798827,0.2565576434135437
